"","Stat","RS_Sm","TP_Sm","RS_Me","TP_Me","RS_La","TP_La"
"1","Perc_Conv",99.828,99.91,99.996,99.996,100,100
"2","M.L_inf",172.862242743349,148.08321558665,84.4451187745157,84.5519641076114,33.4556417848304,46.5341025069425
"3","M.k",0.000467828983322856,0.000431893583847787,0.000182798307049103,0.000187999996930677,6.31927552130938e-05,7.01628899499257e-05
"4","F.L_inf",254.036873762079,199.986831911557,125.172384782644,121.874847727449,48.3580476585358,81.3062663082737
"5","F.k",0.000222650229584297,0.000210136224612831,9.12653119072401e-05,8.76648095025181e-05,3.28989641775468e-05,4.1627420844567e-05
"6","Med_Age",27.63312,26.16633,14.45255,14.56783,10.06896,11.6504
"7","Percent_F",40.9268533823199,37.7966632421669,20.7821211052695,20.5424620625834,8.2517925416433,10.328453989464
